,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
10396,wealthier,10065,Pizza/Italian,2/13/2019,08C,N,1,2/13/2019,40.76366881,-73.96714251,108,4,11402,1041973,1013960016,MN40
10397,less wealthy,11204,Chinese,11/6/2019,02B,Y,0,11/6/2019,40.6104506,-73.98183712,311,44,43200,3173280,3065770059,BK29
10398,wealthier,10280,Sandwiches/Salads/Mixed Buffet,2/21/2019,02B,Y,1,2/21/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10399,less wealthy,10474,American,10/18/2019,09B,N,1,10/18/2019,40.809742799999995,-73.88090181,202,17,9300,2006921,2027720217,BX27
10400,less wealthy,11220,Chinese,1/2/2020,04M,Y,1,1/2/2020,40.64138023,-74.00263039,312,38,10800,3012805,3007780001,BK34
10401,wealthier,10022,Steak,11/25/2019,08A,N,1,11/25/2019,40.75648285,-73.96653245,106,4,9800,1039814,1013450045,MN19
10402,wealthier,10011,Café/Coffee/Tea,1/9/2020,06D,Y,1,1/9/2020,40.73852869,-73.99597286,105,3,5400,1015317,1008170085,MN13
10403,less wealthy,11211,Jewish/Kosher,10/22/2018,06C,Y,1,10/22/2018,40.70216037,-73.95595649,301,33,53300,3061001,3022260004,BK72
10404,less wealthy,11367,Afghan,1/6/2020,04M,Y,0,1/6/2020,40.727587299999996,-73.81339628,408,24,122702,4147447,4068050050,QN38
10405,wealthier,10019,Chinese,11/4/2019,08A,N,0,11/4/2019,40.76285578,-73.97584271,105,4,10400,1034846,1012710060,MN17
10406,wealthier,10019,Turkish,10/3/2019,06D,Y,1,10/3/2019,40.76259161,-73.98958916,104,3,12700,1025165,1010390063,MN15
10407,wealthier,10112,American,1/25/2019,10F,N,1,1/25/2019,40.75874744,-73.97869222,105,4,10400,1076262,1012657501,MN17
10408,wealthier,10011,Pizza/Italian,10/8/2019,09C,N,1,10/8/2019,40.74189932,-74.00167084,104,3,8300,1013076,1007410030,MN13
10409,less wealthy,11103,Pizza,11/7/2019,06B,Y,1,11/7/2019,40.75851705,-73.91806117,401,26,15900,4011090,4006770135,QN70
10410,less wealthy,11223,Jewish/Kosher,10/3/2019,10B,N,1,10/3/2019,40.59463265,-73.96092829999999,315,47,39200,3334540,3071590143,BK25
10411,less wealthy,11361,Indian,11/26/2019,10H,N,1,11/26/2019,40.76246677,-73.77043104,411,19,146700,4138216,4062840026,QN46
10412,wealthier,10025,Pizza/Italian,12/17/2019,02B,Y,1,12/17/2019,40.79173541,-73.97283469,107,6,17900,1033598,1012390044,MN12
10413,less wealthy,11217,American,9/25/2019,02H,Y,0,9/25/2019,40.68637808,-73.97459771,302,35,3500,3255888,3021167501,BK68
10414,wealthier,10022,Thai,2/11/2019,06C,Y,1,2/11/2019,40.75613512,-73.96959709999999,106,4,9800,1038451,1013240039,MN19
10415,less wealthy,11235,American,8/29/2019,10F,N,1,8/29/2019,40.58367691,-73.94451444,315,48,60800,3342943,3087830064,BK17
10416,less wealthy,10465,Armenian,2/28/2019,10F,N,1,2/28/2019,40.83039055,-73.81572669,210,13,16000,2078262,2054810065,BX52
10417,wealthier,10310,American,3/13/2019,06F,Y,1,3/13/2019,40.62649354,-74.12942605,501,49,15100,5009720,5003540076,SI07
10418,less wealthy,11225,Pizza,10/28/2019,06C,Y,1,10/28/2019,40.66709603,-73.95637264,309,35,32500,3033790,3012870039,BK63
10419,less wealthy,11354,Chinese,12/10/2019,06D,Y,1,12/10/2019,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
10420,less wealthy,10458,Café/Coffee/Tea,5/7/2019,10F,N,1,5/7/2019,40.860988,-73.89007189,206,15,38700,2088325,2030330053,BX06
10421,wealthier,10013,Café/Coffee/Tea,4/10/2019,06D,Y,1,4/10/2019,40.72007284,-74.00518405,101,1,3300,1002192,1001920001,MN24
10422,less wealthy,11372,Thai,9/24/2019,08C,N,1,9/24/2019,40.74907892,-73.88704154,403,25,28500,4029939,4012890038,QN28
10423,wealthier,10017,Thai,12/19/2019,09C,N,1,12/19/2019,40.75410099,-73.96861627,106,4,9800,1039464,1013420001,MN19
10424,wealthier,10029,Bakery,1/7/2020,10F,N,1,1/7/2020,40.79848794,-73.94381821,111,8,18200,1088600,1200929999,MN34
10425,less wealthy,11220,Chinese,11/1/2019,10B,N,0,11/1/2019,40.63765261,-74.00731785,307,38,10400,3015534,3008420039,BK34
10426,wealthier,10030,French,7/31/2019,10F,N,1,7/31/2019,40.817590100000004,-73.9412658,110,9,23000,1060051,1020070061,MN03
10427,wealthier,10019,American,1/7/2020,04C,Y,1,1/7/2020,40.76232538,-73.98980579,104,3,12700,1026601,1010580029,MN15
10428,wealthier,10003,Irish,5/9/2019,10F,N,1,5/9/2019,40.72940993,-73.98709037,103,2,4000,1006798,1004650050,MN22
10429,less wealthy,11105,Italian,11/6/2019,10B,N,1,11/6/2019,40.77427353,-73.91273789,401,22,11500,4017045,4008330003,QN72
10430,wealthier,10065,Mediterranean,6/20/2019,08C,N,1,6/20/2019,40.76532194,-73.96088915,108,5,11800,1044738,1014417501,MN31
10431,less wealthy,11230,Sandwiches,2/13/2019,10F,N,1,2/13/2019,40.624461600000004,-73.96512554,312,44,45600,3171268,3065310006,BK43
10432,less wealthy,10472,Bakery,4/19/2019,02G,Y,1,4/19/2019,40.82894317,-73.87653836,209,18,5400,2025283,2037750001,BX08
10433,wealthier,10025,Indian,10/15/2018,10F,N,0,10/15/2018,40.79565173,-73.97103448,107,7,18300,1056383,1018690044,MN12
10434,less wealthy,10457,Chinese,5/10/2019,06F,Y,1,5/10/2019,40.85089424,-73.89445517,206,15,39500,2011468,2030450034,BX01
10435,less wealthy,11214,Pizza/Italian,10/9/2019,04F,Y,0,10/9/2019,40.60219009,-73.99423455,311,47,29000,3167068,3063800045,BK28
10436,wealthier,10027,American,11/19/2019,04N,Y,1,11/19/2019,40.81418174,-73.9482485,110,9,21500,1059415,1019580018,MN03
10437,wealthier,10009,French,4/2/2019,02G,Y,1,4/2/2019,40.72482264,-73.9813765,103,2,2602,1004672,1003890006,MN28
10438,less wealthy,11368,Spanish,4/12/2019,10F,N,1,4/12/2019,40.74907194,-73.86299753,404,21,40500,4048539,4019740018,QN26
10439,wealthier,10004,Sandwiches,11/8/2019,10C,N,1,11/8/2019,40.70308779,-74.01102906,101,1,900,1000009,1000070028,MN25
10440,less wealthy,11385,"Juice, Smoothies, Fruit Salads",5/10/2019,04A,Y,1,5/10/2019,40.70063421,-73.89932111,405,30,58300,4084138,4035080041,QN20
10441,wealthier,10014,English,9/25/2019,10F,N,1,9/25/2019,40.73182586,-74.00658855,102,3,7300,1083517,1005850001,MN23
10442,wealthier,10280,Bagels/Pretzels,1/22/2019,09C,N,1,1/22/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10443,less wealthy,11220,Pizza,10/30/2019,10F,N,1,10/30/2019,40.64720165,-74.0081189,307,38,9600,3011952,3007570104,BK34
10444,less wealthy,11101,American,12/13/2019,02B,Y,1,12/13/2019,40.75197937,-73.93109876,401,26,17100,4003105,4002147501,QN31
10445,less wealthy,11210,Indian,3/19/2019,06D,Y,1,3/19/2019,40.63562205,-73.95063936,314,45,77000,3121637,3052490047,BK42
10446,wealthier,10012,Indian,12/17/2019,08A,N,1,12/17/2019,40.72939143,-74.00100665,102,1,6500,1008735,1005420053,MN23
10447,less wealthy,11223,Mexican,1/9/2020,10F,N,1,1/9/2020,40.59812466,-73.96284195,315,47,39400,3192161,3071110045,BK25
10448,wealthier,10003,American,10/29/2019,10F,N,1,10/29/2019,40.7369088,-73.98874520000001,105,2,5000,1017840,1008730004,MN21
10449,wealthier,10009,Chinese,1/8/2020,09C,N,1,1/8/2020,40.72036462,-73.97845923,103,2,2202,1004369,1003720039,MN28
10450,less wealthy,11211,American,10/22/2019,08A,N,0,10/22/2019,40.71170923,-73.94304036,301,34,49500,3069610,3027890011,BK90
10451,wealthier,10037,Chicken,4/18/2019,06C,Y,1,4/18/2019,40.81305597,-73.94163469,110,9,22600,1058227,1019180032,MN03
10452,less wealthy,11358,Korean,3/15/2019,10F,N,1,3/15/2019,40.76122009,-73.80259143,407,20,117100,4120494,4053370027,QN51
10453,less wealthy,11238,American,9/12/2019,02G,Y,1,9/12/2019,40.6773996,-73.95552585,308,35,22100,3030246,3012110009,BK61
10454,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/7/2019,10B,N,1,12/7/2019,40.75183833,-73.86978448,403,21,40900,4043131,4017380035,QN26
10455,wealthier,10009,Japanese,12/13/2019,09B,N,1,12/13/2019,40.72884691,-73.9843556,103,2,3400,1077661,1004380001,MN22
10456,wealthier,10001,Asian,1/6/2020,10F,N,1,1/6/2020,40.74663122,-73.99573417,105,3,9500,1014225,1007760001,MN17
10457,wealthier,10011,Café/Coffee/Tea,4/8/2019,10F,N,1,4/8/2019,40.74341428,-73.99404906,104,3,9100,1077832,1007987503,MN13
10458,wealthier,10026,American,5/2/2019,04L,Y,1,5/2/2019,40.80295638,-73.95642051,110,9,21600,1087078,1018297501,MN11
10459,less wealthy,11211,Tapas,5/2/2019,06D,Y,1,5/2/2019,40.71503431,-73.95856683,301,34,51900,3062373,3023537501,BK73
10460,less wealthy,11415,Sandwiches/Salads/Mixed Buffet,9/19/2019,10F,N,1,9/19/2019,40.70394069,-73.82535035,409,29,14000,4193672,4092720001,QN60
10461,less wealthy,11203,American,3/16/2019,04A,Y,1,3/16/2019,40.63489413,-73.93329179999999,317,45,83600,3258897,3050220048,BK91
10462,wealthier,10280,Mexican,5/16/2019,10F,N,1,5/16/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10463,wealthier,10016,Pizza,10/15/2019,06A,Y,1,10/15/2019,40.74177699,-73.98100726,106,2,6800,1018183,1008830050,MN21
10464,wealthier,10017,Seafood,5/25/2019,10F,N,1,5/25/2019,40.75161005,-73.9738184,106,4,8800,1037555,1013170001,MN19
10465,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/17/2020,03C,Y,1,1/17/2020,40.75305170000001,-73.86518740000001,403,21,40500,4044219,4017680007,QN26
10466,less wealthy,11201,African,11/25/2019,10F,N,1,11/25/2019,40.69816871,-73.98495787,302,33,1500,3000189,3001080009,BK38
10467,wealthier,10004,Bakery,11/7/2019,06B,Y,1,11/7/2019,40.70390031,-74.01033311,101,1,900,1000852,1000300003,MN25
10468,wealthier,10022,Sandwiches,4/12/2019,10B,N,1,4/12/2019,40.75793613,-73.97132166,105,4,10000,1036466,1013070014,MN19
10469,less wealthy,11361,Korean,2/27/2019,09B,N,1,2/27/2019,40.75754391,-73.77946846,411,19,146300,4125218,4055440022,QN46
10470,less wealthy,10457,Chicken,10/30/2019,10I,N,1,10/30/2019,40.84481078,-73.90920415,204,15,22902,2007398,2027940042,BX41
10471,less wealthy,11214,Tex-Mex,1/9/2020,06C,Y,1,1/9/2020,40.58629731,-73.98824504,313,47,31400,3346329,3069160054,BK26
10472,wealthier,10038,American,11/15/2019,04L,Y,1,11/15/2019,40.70807281,-74.00183952,101,1,1501,1001349,1000970057,MN25
10473,wealthier,10028,Japanese,9/26/2019,04L,Y,1,9/26/2019,40.77272022,-73.94977555,108,5,13600,1050371,1015600028,MN32
10474,wealthier,10033,American,1/16/2020,06E,Y,1,1/16/2020,40.85028184,-73.93462564,112,10,27100,1063939,1021650004,MN35
10475,less wealthy,11355,Chinese,10/1/2019,10F,N,1,10/1/2019,40.76217748,-73.81546852,407,20,116700,4431712,4050297501,QN51
10476,less wealthy,10474,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/10/2019,04L,Y,0,12/10/2019,40.81035474,-73.87815163,202,17,11700,2109490,2027700001,BX27
10477,wealthier,10028,Japanese,11/22/2019,10F,N,1,11/22/2019,40.77858455,-73.95341795,108,5,14602,1048790,1015320009,MN32
10478,less wealthy,11233,Caribbean,4/17/2019,10F,N,1,4/17/2019,40.67194673,-73.91392132,316,41,36300,3039362,3014650008,BK79
10479,less wealthy,11220,"Ice Cream, Gelato, Yogurt, Ices",6/5/2019,10F,N,1,6/5/2019,40.64397674,-74.00432771,307,38,9600,3012370,3007670043,BK34
10480,wealthier,10304,Donuts,10/23/2019,10F,N,1,10/23/2019,40.63114416,-74.0764462,501,49,2100,5103914,5005080001,SI37
10481,wealthier,10312,American,2/19/2019,06F,Y,1,2/19/2019,40.5423425,-74.17740985,503,51,17005,5080061,5062250026,SI01
10482,wealthier,10032,Sandwiches/Salads/Mixed Buffet,4/5/2019,04A,Y,1,4/5/2019,40.83449111,-73.94457188,112,7,24100,1076745,1021340180,MN36
10483,wealthier,10119,"Juice, Smoothies, Fruit Salads",11/15/2019,08A,N,1,11/15/2019,40.75109132,-73.9929259,105,3,10100,1014387,1007830070,MN17
10484,less wealthy,11385,Chinese,10/30/2019,06C,Y,1,10/30/2019,40.70822326,-73.91989422,405,34,53900,4081572,4034170081,QN20
10485,less wealthy,10463,American,10/28/2019,10J,N,1,10/28/2019,40.87873784,-73.91567763,208,11,29302,2083247,2057220475,BX29
10486,less wealthy,11106,Mexican,6/11/2019,10F,N,1,6/11/2019,40.75575699,-73.92797985,401,26,5700,4436871,4006060001,QN70
10487,less wealthy,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/23/2018,04H,Y,1,11/23/2018,40.74732247,-73.88179338,404,21,26901,4037072,4015030004,QN29
10488,wealthier,10002,Chinese,8/27/2019,10B,N,0,8/27/2019,40.71749827,-73.99529955,103,1,1600,1003919,1003040002,MN27
10489,wealthier,10010,Italian,10/22/2019,10F,N,1,10/22/2019,40.74015867,-73.98949164,105,2,5600,1016242,1008500012,MN13
10490,wealthier,10280,Pizza/Italian,6/20/2019,10F,N,1,6/20/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10491,less wealthy,11101,Italian,10/8/2019,04N,Y,1,10/8/2019,40.74801337,-73.94693948,402,26,700,4000668,4000780136,QN31
10492,less wealthy,11205,American,7/23/2019,06D,Y,1,7/23/2019,40.68947839,-73.96933914,302,35,18300,3058585,3020920064,BK68
10493,less wealthy,11232,Spanish,9/6/2019,02B,Y,1,9/6/2019,40.65319071,-74.00886204,307,38,200,3010571,3007120037,BK32
10494,wealthier,10036,Japanese,12/9/2019,04N,Y,1,12/9/2019,40.75934448,-73.98881359,104,3,12100,1025011,1010360029,MN15
10495,less wealthy,11372,Thai,2/26/2019,06F,Y,1,2/26/2019,40.75547049,-73.88605249,403,25,28300,4028775,4012540006,QN28
10496,less wealthy,11106,Chinese,11/6/2019,08A,N,1,11/6/2019,40.76511327,-73.93148222,401,22,7700,4006383,4005540001,QN70
10497,wealthier,10010,American,1/8/2019,10F,N,1,1/8/2019,40.74160196,-73.98531612,105,2,6800,1018102,1008810001,MN21
10498,less wealthy,11231,Pizza,5/30/2019,10F,N,1,5/30/2019,40.6744409,-74.0071092,306,38,5300,3008668,3005800005,BK33
10499,less wealthy,11694,American,6/22/2019,06D,Y,1,6/22/2019,40.58128655,-73.84799972,414,32,93401,4303974,4161940001,QN10
10500,less wealthy,11104,Pizza/Italian,10/31/2019,02B,Y,1,10/31/2019,40.74006802,-73.9238722,402,26,18502,4002638,4001960001,QN31
10501,wealthier,10019,Sandwiches/Salads/Mixed Buffet,7/31/2019,10B,N,1,7/31/2019,40.76852846,-73.98896728,104,3,13900,1026855,1010660001,MN15
10502,less wealthy,11101,Café/Coffee/Tea,5/22/2019,04H,Y,1,5/22/2019,40.74819851,-73.94970027,402,26,700,4000441,4000520020,QN31
10503,less wealthy,11224,"Ice Cream, Gelato, Yogurt, Ices",4/27/2019,10H,N,1,4/27/2019,40.57553391,-73.98035277,313,47,35200,3245132,3086940011,BK21
10504,wealthier,10003,Thai,1/7/2019,06B,Y,1,1/7/2019,40.72543274,-73.98687107,103,2,3800,1006216,1004460034,MN22
10505,wealthier,10002,American,11/7/2019,10F,N,1,11/7/2019,40.72092061,-73.98950190000001,103,1,3601,1005513,1004160027,MN27
10506,wealthier,10009,American,8/7/2019,06D,Y,1,8/7/2019,40.72283024,-73.98337572,103,2,3002,1004972,1003980029,MN22
10507,wealthier,10002,American,12/16/2019,10F,N,0,12/16/2019,40.72176031,-73.98749231,103,1,3001,1084893,1004120046,MN27
10508,less wealthy,11413,American,3/26/2019,10F,N,1,3/26/2019,40.67784201,-73.74547937,413,31,63000,4279311,4129630308,QN66
10509,less wealthy,10451,Mexican,11/7/2019,10F,N,1,11/7/2019,40.81888818,-73.91849236,201,17,6700,2001886,2024110142,BX34
10510,less wealthy,11201,American,11/15/2019,05D,Y,1,11/15/2019,40.69534972,-73.98417597,302,35,1500,3000249,3001330013,BK38
10511,wealthier,10021,Chinese,10/31/2019,04H,Y,1,10/31/2019,40.7722325,-73.95879467,108,4,12800,1043151,1014100040,MN40
10512,wealthier,10012,Mediterranean,10/28/2019,10F,N,1,10/28/2019,40.72890287,-74.00068913,102,3,6500,1008323,1005260062,MN23
10513,less wealthy,10461,Chinese/Cuban,10/2/2019,06C,Y,1,10/2/2019,40.8486938,-73.85494796,211,13,25200,2045492,2041280033,BX37
10514,less wealthy,11354,Chinese,12/4/2019,02G,Y,0,12/4/2019,40.75744369,-73.83405302,407,20,87100,4000000,4050667502,QN22
10515,less wealthy,11203,Pizza,7/23/2019,10F,N,1,7/23/2019,40.66259267,-73.93998265,309,41,87401,3038458,3014280001,BK60
10516,less wealthy,11231,Italian,7/24/2019,10I,N,1,7/24/2019,40.67501478,-73.99944842,306,39,6500,3005705,3003820032,BK33
10517,less wealthy,10465,Mexican,3/1/2019,02G,Y,0,3/1/2019,40.82581555,-73.82125332,210,13,15200,2080354,2055620018,BX52
10518,less wealthy,11216,African,9/12/2019,10F,N,1,9/12/2019,40.6807421,-73.95392281,303,36,22700,3057762,3020170034,BK69
10519,less wealthy,11212,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/6/2019,10F,N,1,3/6/2019,40.66838798,-73.91937991,316,41,90000,3080898,3035120049,BK81
10520,wealthier,10026,American,3/27/2019,10F,N,1,3/27/2019,40.80166323,-73.94886508,110,9,19000,1051423,1015990068,MN11
10521,wealthier,10306,Chinese,4/10/2019,10F,N,1,4/10/2019,40.57542614,-74.12750166,502,50,27900,5104067,5022420088,SI24
10522,wealthier,10009,Asian,12/19/2018,02H,Y,1,12/19/2018,40.72444967,-73.98346190000001,103,2,3200,1005024,1004000024,MN22
10523,wealthier,10013,American,3/14/2019,10D,N,1,3/14/2019,40.71973803,-73.99619405,102,1,4100,1006923,1004700007,MN24
10524,wealthier,10036,Café/Coffee/Tea,4/5/2019,06E,Y,1,4/5/2019,40.75732592,-73.98018704,105,4,9600,1034346,1012627502,MN17
10525,wealthier,10314,American,5/17/2019,10I,N,1,5/17/2019,40.60153214,-74.18209435,502,50,29102,5000000,5027900001,SI05
10526,less wealthy,10471,Pizza,3/28/2019,04C,Y,1,3/28/2019,40.88988637,-73.89807493,208,11,28500,2084209,2058011035,BX29
10527,less wealthy,11418,"Juice, Smoothies, Fruit Salads",8/21/2019,02G,Y,1,8/21/2019,40.70205366,-73.82090840000001,409,29,14202,4194016,4092830026,QN54
10528,less wealthy,11378,Pizza,12/18/2019,08C,N,1,12/18/2019,40.71349496,-73.91108631,405,30,53500,4432274,4026370038,QN30
10529,wealthier,10018,Hamburgers,10/21/2019,06C,Y,1,10/21/2019,40.75406917,-73.99010303,105,3,11300,1014477,1007880024,MN17
10530,wealthier,10004,Italian,11/25/2019,04M,Y,0,11/25/2019,40.70401811,-74.01263780000001,101,1,900,1087618,1000100033,MN25
10531,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/14/2019,10F,N,1,11/14/2019,40.74407492,-73.8594459,404,21,41300,4047413,4019290071,QN25
10532,less wealthy,11355,Chinese,4/11/2019,06F,Y,1,4/11/2019,40.75734855,-73.82907564,407,20,84900,4312192,4050420035,QN22
10533,wealthier,10031,Italian,9/11/2019,04N,Y,0,9/11/2019,40.82541451,-73.95117371,109,7,22900,1061879,1020750001,MN04
10534,less wealthy,11374,Japanese,11/21/2019,10C,N,1,11/21/2019,40.73065558,-73.86385098,406,29,69300,4072067,4030800012,QN18
10535,less wealthy,11230,Jewish/Kosher,8/27/2019,06D,Y,1,8/27/2019,40.61100888,-73.97340554,312,44,43800,3174699,3066080001,BK46
10536,less wealthy,11226,Fruits/Vegetables,11/27/2019,10F,N,1,11/27/2019,40.63488828,-73.96273493,314,40,52000,3121189,3052360025,BK42
10537,less wealthy,11377,Irish,5/6/2019,10F,N,1,5/6/2019,40.73938209,-73.92021748,402,26,18501,4053018,4022890026,QN31
10538,wealthier,10305,Italian,5/29/2019,10F,N,1,5/29/2019,40.58488706,-74.09382172,502,50,11201,5052917,5036510001,SI36
10539,wealthier,10001,Chinese,10/30/2019,04N,Y,1,10/30/2019,40.74723514,-74.00079038,104,3,9300,1012799,1007220037,MN13
10540,less wealthy,11205,Café/Coffee/Tea,1/16/2020,10F,N,1,1/16/2020,40.69317888,-73.97140732,302,35,18300,3058367,3020740025,BK68
10541,wealthier,10028,Mexican,8/28/2019,10B,N,1,8/28/2019,40.77447048,-73.95421154,108,5,13800,1049827,1015430051,MN32
10542,less wealthy,11225,Soul Food,5/16/2019,10F,N,1,5/16/2019,40.66175096,-73.94749134,309,40,80600,3106516,3047920001,BK60
10543,less wealthy,11101,Peruvian,9/19/2019,10F,N,1,9/19/2019,40.74410393,-73.95108557,402,26,700,4000280,4000450022,QN31
10544,wealthier,10022,American,9/17/2019,06D,Y,1,9/17/2019,40.76200616,-73.96958358,105,4,11203,1037165,1013130005,MN19
10545,less wealthy,11206,Mexican,9/25/2019,10F,N,1,9/25/2019,40.70349981,-73.93322649,301,34,48500,3400514,3031180023,BK78
10546,less wealthy,11105,American,10/21/2019,08A,N,1,10/21/2019,40.7752883,-73.91170393,401,22,11500,4017054,4008330021,QN72
10547,wealthier,10016,Café/Coffee/Tea,6/7/2019,10F,N,1,6/7/2019,40.74685784,-73.98291858,105,2,7400,1017019,1008620029,MN17
10548,wealthier,10011,American,8/8/2019,10F,N,1,8/8/2019,40.74186904,-74.00471301,104,3,8300,1012541,1007130001,MN13
10549,less wealthy,10458,Chinese,3/19/2019,02G,Y,1,3/19/2019,40.8579254,-73.8965407,205,15,38302,2013336,2031430265,BX40
10550,less wealthy,11106,French,12/4/2019,06D,Y,1,12/4/2019,40.76314212,-73.92221405,401,22,6100,4008898,4006230038,QN70
10551,less wealthy,11414,Other,5/29/2019,10F,N,1,5/29/2019,40.65201716,-73.83808951,410,32,89200,4449705,4142010070,QN57
10552,wealthier,10003,Chinese,6/12/2019,02G,Y,1,6/12/2019,40.73058459,-73.98623502,103,2,4000,1006837,1004670035,MN22
10553,less wealthy,11103,American,12/26/2019,10F,N,1,12/26/2019,40.75853993,-73.91935699999999,401,22,15500,4010412,4006560044,QN70
10554,wealthier,10065,Middle Eastern,6/18/2019,08A,N,1,6/18/2019,40.76162462,-73.96050147,108,5,11000,1044372,1014370026,MN31
10555,less wealthy,11358,Korean,12/10/2019,10F,N,1,12/10/2019,40.75785008,-73.7845931,411,19,145101,4124565,4055200025,QN48
10556,less wealthy,11206,Pizza,9/18/2019,06D,Y,1,9/18/2019,40.70481776,-73.93401504,301,34,48500,3071483,3031010010,BK78
10557,wealthier,10016,Japanese,6/28/2019,10F,N,1,6/28/2019,40.75127396,-73.98159285,105,4,8200,1017228,1008680010,MN20
10558,wealthier,10004,Sandwiches,1/3/2020,10B,N,1,1/3/2020,40.70617289,-74.01124959,101,1,900,1000819,1000240029,MN25
10559,less wealthy,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/24/2019,06E,Y,1,4/24/2019,40.83258768,-73.86393429,209,18,7000,2024830,2037660048,BX55
10560,wealthier,10075,Tapas,3/28/2019,09C,N,1,3/28/2019,40.7715701,-73.9563256,108,5,13400,1045161,1014510003,MN31
10561,wealthier,10013,American,11/26/2019,02G,Y,1,11/26/2019,40.71623556,-74.00691527,101,1,3300,1001619,1001477508,MN24
10562,wealthier,10014,American,7/19/2019,04N,Y,0,7/19/2019,40.73441709,-74.00185468,102,3,7300,1010835,1006110032,MN23
10563,less wealthy,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/16/2019,02H,Y,1,5/16/2019,40.70442849,-73.91045646,405,34,54700,4082172,4034400023,QN20
