,DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
3219,PRET A MANGER,Manhattan,10019,Sandwiches,6/6/2019,10F,N,1,6/6/2019,40.76272453,-73.97834079,105,4,10400,1034815,1012700071,MN17
3220,DUNKIN',Manhattan,10029,Donuts,7/19/2019,06D,Y,1,7/19/2019,40.78771924,-73.9537871,111,4,16002,1051453,1016020050,MN33
3221,BEAN POST PUB,Brooklyn,11209,American,7/25/2019,06E,Y,1,7/25/2019,40.62922411,-74.02273253,310,43,13400,3148817,3059420001,BK31
3222,BROTHERS PIZZA RESTAURANT,Brooklyn,11232,Pizza,5/10/2019,10I,N,1,5/10/2019,40.66351954,-73.99482397,307,38,14300,3009172,3006370003,BK37
3223,TURKS & FROGS,Manhattan,10014,French,5/8/2019,10F,N,1,5/8/2019,40.73564927,-74.00732865,102,3,7500,1078297,1006340036,MN23
3224,DIZZY'S CLUB COCA-COLA (ENTRANCE at 20 W60 St-Stage Door),Manhattan,10019,American,3/26/2019,02B,Y,1,3/26/2019,40.76780849,-73.98226697,104,3,14500,1026318,1010497501,MN14
3225,GOLDEN CHICKEN,Queens,11432,Chicken,3/4/2019,10F,N,1,3/4/2019,40.71276741,-73.7832532,412,27,46800,4000000,4099150037,QN61
3226,LACEY'S BRIDGE TAVERN,Staten Island,10302,American,10/31/2019,09B,N,1,10/31/2019,40.63388809,-74.14318182,501,49,21300,5026078,5011210023,SI28
3227,PHEBES,Manhattan,10003,American,5/9/2019,10F,N,1,5/9/2019,40.72682752,-73.99162603,103,2,3800,1006568,1004590008,MN22
3228,STARBUCKS,Manhattan,10016,Café/Coffee/Tea,5/9/2019,10F,N,1,5/9/2019,40.75049672,-73.97886451,106,4,8200,1017595,1008690034,MN20
3229,STARBUCKS,Staten Island,10314,Café/Coffee/Tea,8/14/2019,10F,N,1,8/14/2019,40.61241482,-74.13244209,501,50,18901,5018417,5007280008,SI07
3230,PICANTE MEXICAN BAR AND GRILL RESTAURANT,Manhattan,10031,Mexican,9/11/2019,06F,Y,1,9/11/2019,40.82282426,-73.95306891,109,7,22500,1061726,1020710001,MN04
3231,BLAKE BAKERY & TAKE OUT FOOD,Brooklyn,11226,Caribbean,7/8/2019,10F,N,1,7/8/2019,40.64493709,-73.9489316,317,45,82600,3110704,3049300071,BK95
3232,"DUNKIN', BASKIN ROBBINS",Queens,11372,American,1/14/2020,08C,N,1,1/14/2020,40.74686793,-73.89121371,403,25,28900,4029839,4012850071,QN28
3233,"DUNKIN', BASKIN ROBBINS",Queens,11369,Donuts,4/15/2019,06A,Y,1,4/15/2019,40.76195476,-73.86911125,403,21,36700,4041277,4016580009,QN27
3234,BUA,Manhattan,10009,American,11/15/2019,08A,N,1,11/15/2019,40.72724948,-73.98451112,103,2,3200,1005833,1004350025,MN22
3235,LA MASSERIA,Manhattan,,Italian,10/24/2019,10B,N,1,10/24/2019,0,0,,,,,1,
3236,CACIO & PEPE,Manhattan,10003,Italian,7/2/2019,02G,Y,0,7/2/2019,40.73068888,-73.98613397,103,2,4000,1006473,1004530005,MN22
3237,"DELICIAS CUENCANAS BAR-RESTAURANT DELI,",Queens,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/23/2019,04L,Y,1,1/23/2019,40.74773826,-73.86554467,404,21,40700,4040469,4016160007,QN26
3238,BENATERI'S ITALIAN GOURMET DELI,Queens,11356,Delicatessen,1/6/2020,10B,N,1,1/6/2020,40.78566701,-73.83909575,407,19,94700,4097229,4040070047,QN23
3239,NEW MILLENIUM PIZZERIA,Manhattan,10031,Pizza/Italian,8/29/2019,04L,Y,1,8/29/2019,40.8242426,-73.94528864,109,7,22700,1061002,1020500131,MN04
3240,"DUNKIN', BASKIN ROBBINS",Manhattan,10128,Donuts,5/14/2019,10F,N,1,5/14/2019,40.78147295,-73.94910091,108,5,15400,1050233,1015547501,MN32
3241,A & C KITCHEN,Manhattan,10009,Chinese,5/6/2019,08A,N,1,5/6/2019,40.72498127,-73.97818354,103,2,2602,1004527,1003780004,MN28
3242,KROLEWSKIE JADLO,Brooklyn,11222,Polish,7/25/2019,04N,Y,0,7/25/2019,40.725168,-73.95157575,301,33,56900,3066070,3026470001,BK76
3243,BAROSA BRICK OVEN,Queens,11374,Italian,10/24/2019,10B,N,1,10/24/2019,40.72602693,-73.87012374,406,29,69500,4073013,4031070144,QN18
3244,BARCADE,Brooklyn,11211,American,11/29/2019,06C,Y,1,11/29/2019,40.71201769,-73.95127874,301,34,51300,3069123,3027730005,BK73
3245,CHA-AN TEAHOUSE,Manhattan,10003,Japanese,12/11/2019,10F,N,1,12/11/2019,40.72960767,-73.98825935,103,2,3800,1079132,1004640025,MN22
3246,LA MADRINA,Bronx,10467,Mexican,5/30/2019,10F,N,1,5/30/2019,40.87880862,-73.87319806,207,11,42902,2018503,2033520039,BX43
3247,UPSTAIRS  BAR,Manhattan,10002,Asian,8/7/2019,06C,Y,1,8/7/2019,40.71495644,-73.99207482,103,1,1600,1079645,1002990034,MN27
3248,BAIRES BAKERY,Queens,11372,Bakery,11/25/2019,04M,Y,0,,40.74845282,-73.87611787,403,21,27500,4036371,4014780040,QN28
3249,DAN'S BAKERY & ROTI HOUSE,Queens,11420,Caribbean,6/27/2019,08A,N,1,6/27/2019,40.67523555,-73.8113442,410,28,84000,4254762,4117480050,QN55
3250,CORFU GRILL,Queens,11375,Greek,10/15/2019,10B,N,1,10/15/2019,40.72074409,-73.84637088,406,29,71100,,4,QN17
3251,"DUNKIN', BASKIN ROBBINS",Bronx,10452,Donuts,9/4/2019,04L,Y,1,9/4/2019,40.83556964,-73.92086782,204,16,19700,2002998,2024880023,BX63
3252,AMICI BAR,Queens,11385,Café/Coffee/Tea,4/18/2019,10F,N,1,4/18/2019,40.70877921,-73.86339446,405,30,63700,4437932,4038540060,QN19
3253,DUDLEYS,Manhattan,10002,Australian,12/4/2019,06B,Y,1,12/4/2019,40.71786576,-73.99037538,103,1,1800,1005447,1004130043,MN27
3254,PRIMO COFFEE CART,Manhattan,10121,Café/Coffee/Tea,7/27/2018,02G,Y,0,,40.75005923,-73.99210672,105,3,10100,1083026,1007810002,MN17
3255,PRIMO CAPPUCCINO II,Manhattan,10121,Sandwiches/Salads/Mixed Buffet,12/9/2019,10F,N,1,12/9/2019,40.75005923,-73.99210672,105,3,10100,1083026,1007810002,MN17
3256,CHIPICHAPE COLOMBIAN BAKERY,Queens,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/25/2019,08A,N,1,9/25/2019,40.74172042,-73.91992597,402,26,18300,4001961,4001650001,QN31
3257,EL TIMBIRICHI RESTAURANT,Bronx,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/19/2019,10F,N,1,3/19/2019,40.84480521,-73.90910295,204,15,22902,2007398,2027940042,BX41
3258,PEARL RESTAURANT,Queens,11419,Chinese,9/18/2019,02B,Y,1,9/18/2019,40.69012871,-73.81469508,410,28,15801,4204051,4095680048,QN55
3259,NINTH STREET ESPRESSO,Manhattan,10009,Café/Coffee/Tea,5/6/2019,10F,N,1,5/6/2019,40.72521726,-73.97784793,103,2,2602,1004529,1003780009,MN28
3260,THE DELANCEY,Manhattan,10002,American,10/22/2019,04K,Y,0,10/22/2019,40.7176594,-73.98556311,103,1,1402,1004214,1003480075,MN28
3261,ROCKMEISHA,Manhattan,10014,Japanese,11/6/2019,08A,N,1,11/6/2019,40.73266592,-74.00257267,102,3,6700,1076078,1005907502,MN23
3262,LENOS BAR CAFE,Queens,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/18/2019,08A,N,1,10/18/2019,40.75538908,-73.8869947,403,25,30903,4026896,4011760038,QN28
3263,STARBUCKS,Manhattan,10028,Café/Coffee/Tea,5/14/2019,06D,Y,1,5/14/2019,40.77740769,-73.95502552,108,5,14000,1047654,1015120040,MN40
3264,STARBUCKS,Brooklyn,11201,Café/Coffee/Tea,2/25/2019,10F,N,1,2/25/2019,40.70254725,-73.99095826,302,33,2100,3000085,3000367502,BK38
3265,POSTMARK CAFE,Brooklyn,11215,Café/Coffee/Tea,11/26/2019,06A,Y,1,11/26/2019,40.67130018,-73.98546864,306,39,13700,3021599,3009930031,BK37
3266,DALLAS BBQ,Brooklyn,11201,Barbecue,1/13/2020,10F,N,0,,40.69004441,-73.9868384,302,33,3700,3000484,3001647501,BK38
3267,SANTA FE,Manhattan,10023,Mexican,8/7/2019,10F,N,1,8/7/2019,40.77644836,-73.97862155,107,6,15700,1079299,1011240003,MN14
3268,CENTRE PIZZA,Queens,,Italian,6/19/2019,06D,Y,1,6/19/2019,0,0,,,,,4,
3269,3 STAR JUICE CENTER,Brooklyn,11203,"Juice, Smoothies, Fruit Salads",5/28/2019,06E,Y,1,5/28/2019,40.66193464,-73.93148048,309,41,88000,3099189,3045890095,BK60
3270,V CAFE,Manhattan,10013,Vietnamese/Cambodian/Malaysia,11/26/2019,10B,N,1,11/26/2019,40.71841464,-74.01045802,101,1,3900,1002030,1001807507,MN24
3271,BETEL PARTY SUPPLY BAKERY,Manhattan,10040,Bakery,4/11/2019,06F,Y,1,4/11/2019,40.86336661,-73.92657941,112,10,28700,1064234,1021750074,MN35
3272,THE JAGUAR RESTAURANT,Manhattan,10029,Mexican,10/8/2019,04A,Y,0,10/8/2019,40.79357006,-73.94529228,111,8,17200,1052135,1016360123,MN33
3273,HOUSE OF PIZZA & CALZONES,Brooklyn,11231,Pizza/Italian,1/15/2020,10F,N,0,,40.68416309,-74.00226071,306,39,5100,3004450,3003420018,BK33
3274,MCDONALD'S,Bronx,10462,Hamburgers,7/26/2019,02G,Y,1,7/26/2019,40.8334893,-73.85823721,209,18,9200,2025972,2037960014,BX59
3275,LUCKY JACK'S,Manhattan,10002,American,2/28/2019,06D,Y,1,2/28/2019,40.71974035,-73.9894119,103,1,1800,1079077,1004150072,MN27
3276,MCDONALD'S,Bronx,10457,Hamburgers,6/12/2019,06D,Y,1,6/12/2019,40.84643042,-73.89350807,206,17,37504,2011973,2030680047,BX17
3277,PRICE WATERHOUSE CAFETERIA,Manhattan,10017,American,5/31/2019,10F,N,1,5/31/2019,40.75222882,-73.97971214,105,4,8200,1085972,1012760058,MN20
3278,KPMG CAFE,Manhattan,10154,American,11/20/2019,10F,N,1,11/20/2019,40.75816441,-73.97324549,105,4,10000,1036460,1013060001,MN19
3279,THE BAGEL STORE,Brooklyn,11211,Continental,2/14/2019,06D,Y,1,2/14/2019,40.71456966,-73.94382429,301,34,49700,3322923,3027650010,BK90
3280,LURE FISHBAR,Manhattan,10012,Seafood,8/14/2019,10F,N,1,8/14/2019,40.72482963,-73.99840174,102,1,4900,1080019,1005120023,MN24
3281,SUBWAY,Brooklyn,11223,Sandwiches,10/23/2019,06D,Y,1,10/23/2019,40.59738318,-73.98537677,311,47,40200,3190732,3070920051,BK29
3282,DALTON'S BAR & GRILL,Manhattan,10036,American,1/2/2020,10F,N,1,1/2/2020,40.75935847,-73.99196123,104,3,12100,1026364,1010530031,MN15
3283,DUNKIN',Brooklyn,11220,Donuts,2/22/2019,08A,N,1,2/22/2019,40.64507828,-74.02110918,307,38,2200,3330243,3008440038,BK32
3284,BXL CAFE,Manhattan,10036,French,5/20/2019,10F,N,1,5/20/2019,40.75585264,-73.98441781,105,4,11900,1022614,1009960020,MN17
3285,ELEGANTE RESTAURANT,Queens,11693,Pizza/Italian,9/17/2019,04N,Y,1,9/17/2019,40.58637445,-73.81560334,414,32,94203,4303634,4161350032,QN12
3286,TINA'S CUBAN CUISINE,Manhattan,10016,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/2019,10B,N,1,10/10/2019,40.74752211,-73.98312051,105,2,7400,1017090,1008630062,MN17
3287,LIC Bagels,Queens,11106,Mexican,1/14/2020,10F,N,1,1/14/2020,40.75649084,-73.92959251,401,26,5100,4007903,4006000029,QN68
3288,CARLOS PIZZERIA,Queens,11385,Pizza/Italian,8/14/2019,02B,Y,1,8/14/2019,40.70449717,-73.91053571,405,34,54700,4082106,4034380013,QN20
3289,BOUNCE,Manhattan,10010,American,4/8/2019,08A,N,1,4/8/2019,40.74099055,-73.99223411,105,3,5800,1015523,1008230009,MN13
3290,THE MODERN,Manhattan,10019,French,3/14/2019,10B,N,1,3/14/2019,40.76099511,-73.97720066,105,4,10400,1081128,1012690020,MN17
3291,SALA ONE NINE,Manhattan,10011,Spanish,7/3/2019,10F,N,1,7/3/2019,40.73962094,-73.99263482,105,3,5400,1015467,1008210020,MN13
3292,DINO'S PIZZA,Bronx,10471,Pizza,11/27/2019,06D,Y,0,11/27/2019,40.90501845,-73.90174161,208,11,33700,2084804,2058481759,BX22
3293,PARADE GROUNDS SNACK BAR,Brooklyn,11226,American,5/18/2019,10H,N,1,5/18/2019,40.6521822,-73.96875089,314,40,17700,3411657,3050510001,BK99
3294,EL ENCUENTRO RESTAURANT,Queens,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/29/2019,08A,N,1,4/29/2019,40.75054748,-73.86203804,403,21,40300,4442976,4017760078,QN26
3295,GRAND OASIS RESTAURANT,Queens,11691,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/22/2019,10F,N,1,6/22/2019,40.60496866,-73.752147,414,31,103202,4298241,4155590040,QN15
3296,CELON BAR & LOUNGE,Manhattan,10018,American,10/29/2019,10H,N,1,10/29/2019,40.75305291,-73.98389151,105,4,8400,1080745,1008410071,MN17
3297,PROMESA CAFETERIA,Bronx,10457,American,4/12/2019,10F,N,1,4/12/2019,40.84613285,-73.90471685,205,15,23100,2009358,2028910037,BX41
3298,CAFE NUNEZ,Manhattan,10001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/15/2019,04L,Y,0,11/15/2019,40.75216441,-73.9913774,105,3,10900,1014415,1007840064,MN17
3299,THE SKINNY,Manhattan,10002,American,12/4/2019,04L,Y,0,12/4/2019,40.7216808,-73.98839062,103,1,3001,1005387,1004120002,MN27
3300,PAPHOS DINER,Brooklyn,11207,American,3/18/2019,10B,N,1,3/18/2019,40.67748985,-73.90201324,305,37,36700,3330857,3015470001,BK79
3301,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,10458,Caribbean,7/10/2019,02H,Y,1,7/10/2019,40.86134092,-73.89174517,205,15,39902,2094191,2030260034,BX05
3302,PASTICCERIA BRUNO OF GREENWICH VILLAGE,Staten Island,10305,Bakery,3/7/2019,02G,Y,1,3/7/2019,40.58833446,-74.0904854,502,50,7000,5049951,5033760033,SI36
3303,LOCUST POINT YACHT CLUB,Bronx,10465,American,10/11/2018,10B,N,1,10/11/2018,40.81351864,-73.8025477,210,13,11800,2079114,2055250150,BX52
3304,APPLEBEE'S,Queens,11373,American,5/17/2019,10F,N,1,5/17/2019,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
3305,AMOR KARAOKE & BAR,Queens,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/20/2018,04H,Y,1,10/20/2018,40.7472596,-73.8875102,403,25,28500,4029944,4012890043,QN28
3306,YOURS & MINE RESTAURANT,Brooklyn,11213,Caribbean,4/9/2019,02H,Y,1,4/9/2019,40.66358853,-73.93408842,309,41,35500,3038386,3014240001,BK63
3307,CAPRI SOCIAL CLUB,Brooklyn,11222,American,6/22/2019,06D,Y,1,6/22/2019,40.72779035,-73.95425817,301,33,56100,3065309,3025950020,BK76
3308,RADIO CITY MUSIC HALL,Manhattan,10020,American,11/9/2018,04N,Y,1,11/9/2018,40.75998287,-73.98034869,105,4,10400,1083861,1012660001,MN17
3309,LENOX FAST FOOD,Manhattan,10037,American,2/1/2019,10F,N,1,2/1/2019,40.81900977,-73.9372867,110,9,23200,1060119,1020110036,MN03
3310,CELLINI,Manhattan,10022,Italian,10/31/2019,06D,Y,1,10/31/2019,40.76004451,-73.97300649,105,4,10200,1035750,1012900031,MN17
3311,PARAISO AZTECA RESTAURANT & BAR,Queens,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/20/2019,04L,Y,1,3/20/2019,40.74727896,-73.86245266,404,21,40500,4431855,4019770029,QN26
3312,CUCINA BENE PIZZERIA,Manhattan,10005,Pizza,10/25/2019,09A,N,1,10/25/2019,40.70598084,-74.0103659,101,1,700,1000826,1000260021,MN25
3313,ROSELLA'S PIZZERIA,Manhattan,10038,Pizza,12/19/2019,02G,Y,0,,40.71022733,-74.00575319,101,1,1501,1001282,1000930024,MN25
3314,LADY M CONFECTIONS,Manhattan,10075,Bakery,1/17/2019,10B,N,1,1/17/2019,40.77548897,-73.962266,108,4,14200,1083090,1013930023,MN40
3315,ON THE ROX LOUNGE & BAR,Queens,11417,American,2/27/2019,06C,Y,1,2/27/2019,40.68250323,-73.83599972,410,28,9400,4201553,4095090059,QN55
3316,NINOS RESTAURANT,Staten Island,10305,Italian,7/9/2019,06D,Y,1,7/9/2019,40.59855563,-74.07999891,502,50,6400,5047579,5032380040,SI14
3317,BIG BOOTY BREAD,Manhattan,10011,Bakery,1/15/2020,04M,Y,1,1/15/2020,40.74478953,-73.9972825,104,3,9100,1084991,1007730012,MN13
3318,THE QUAYS,Queens,11103,Irish,4/10/2019,06D,Y,1,4/10/2019,40.76193715,-73.91086617,401,22,15100,4012674,4007140081,QN70
3319,OLGA'S RESTAURANT,Bronx,10452,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/3/2019,10B,N,1,5/3/2019,40.83856001,-73.91887293,204,16,22101,2008044,2028400001,BX63
3320,CLOCK WORK,Manhattan,10002,American,3/5/2019,10F,N,1,3/5/2019,40.71531308,-73.98988516,103,1,1600,1003813,1002970019,MN27
3321,HEARTLAND BREWERY,Manhattan,10118,American,11/7/2019,04N,Y,0,,40.7482689,-73.98469027,105,4,7600,1015862,1008350041,MN17
3322,CAFE MANHATTAN,Manhattan,10036,American,1/2/2020,02B,Y,1,1/2/2020,40.75594266,-73.98074693,105,4,9600,1034244,1012610019,MN17
3323,YER MAN'S IRISH PUB,Queens,11385,Irish,3/6/2019,10F,N,1,3/6/2019,40.71053482,-73.86483006,405,30,63700,4092502,4038090154,QN19
3324,SMALLS JAZZ CLUB,Manhattan,10014,American,9/26/2019,06D,Y,1,9/26/2019,40.73427983,-74.00280367,102,3,7300,1078129,1006110001,MN23
3325,ROCKWOOD MUSIC HALL: Stage 1,Manhattan,,American,9/3/2019,06D,Y,1,9/3/2019,0,0,,,,,1,
3326,MEZCALS,Brooklyn,11228,Mexican,10/24/2019,10F,N,1,10/24/2019,40.61165657,-74.00995501,311,43,17000,3166105,3063590036,BK27
3327,FAY DA BAKERY,Queens,11373,Bakery,3/15/2019,06F,Y,1,3/15/2019,40.73764769,-73.8770546,404,25,47300,4045399,4018420012,QN29
3328,DOMINO'S,Bronx,10460,Pizza,2/21/2019,10F,N,1,2/21/2019,40.84175212,-73.88370671,206,17,36300,2115992,2031260013,BX17
3329,SUSHI GALLERY,Brooklyn,11201,Japanese,4/1/2019,10B,N,1,4/1/2019,40.69757664,-73.99343648,302,33,501,3335928,3002310001,BK09
3330,THE GAVEL GRILL,Staten Island,10301,American,8/15/2019,10F,N,1,8/15/2019,40.64211761,-74.07672547,501,49,300,5000086,5000080086,SI22
3331,NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,Queens,11418,Chinese,11/19/2019,06C,Y,1,11/19/2019,40.69956254,-73.83068858,409,29,12200,4195919,4093280014,QN54
3332,SOPHIE'S RESTAURANT,Manhattan,10017,Spanish,11/7/2019,02G,Y,0,11/7/2019,40.75057589,-73.97666286,106,4,8000,1036146,1012950020,MN20
3333,CARVEL ICE CREAM,Queens,11377,"Ice Cream, Gelato, Yogurt, Ices",8/16/2019,06C,Y,1,8/16/2019,40.74537708,-73.90626538,402,26,24900,4031212,4013310032,QN63
3334,NEW THRIVING RESTAURANT OF GUYANA,Queens,11417,Chinese,5/29/2019,02G,Y,1,5/29/2019,40.68331351,-73.83448338,410,32,9600,4202225,4095300001,QN55
3335,CITY PERK,Manhattan,10001,Café/Coffee/Tea,2/26/2019,02G,Y,1,2/26/2019,40.75000154,-73.99132715,105,3,10100,1015191,1008087501,MN17
3336,MELBA'S,Manhattan,10026,American,9/11/2019,06C,Y,0,,40.80319522,-73.95654316,110,9,19702,1055816,1018470060,MN11
3337,ETCETERA ETCETERA,Manhattan,10036,Italian,5/1/2019,02B,Y,1,5/1/2019,40.75914425,-73.99032968,104,3,12100,1024976,1010340058,MN15
3338,CHINAR ON THE ISLAND,Staten Island,10305,Russian,11/15/2019,10F,N,1,11/15/2019,40.59259609,-74.06821045,502,50,7400,5045711,5031100127,SI14
3339,EL CAFETAL BAKERY,Queens,11418,Bakery,4/29/2019,22G,,1,4/29/2019,40.69517392,-73.84444661,409,32,2600,4191677,4091870046,QN54
3340,HILL CAFE,Brooklyn,11238,French,4/19/2019,10B,N,1,4/19/2019,40.68267732,-73.96179592,302,35,20100,3335045,3019810070,BK69
3341,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,10462,Caribbean,12/31/2019,02B,Y,1,12/31/2019,40.83620719,-73.86097433,209,18,21200,2096678,2039387501,BX46
3342,POPEYES,Bronx,10460,Chicken,3/11/2019,06D,Y,1,3/11/2019,40.83692958,-73.88641838,203,17,16100,2095314,2029910030,BX75
3343,DUNKIN',Brooklyn,11225,Donuts,3/22/2019,02G,Y,1,3/22/2019,40.66325233,-73.96120875,309,40,32700,3029738,3011970034,BK60
3344,COZY CAFE,Manhattan,10003,Middle Eastern,11/6/2019,04N,Y,1,11/6/2019,40.72392343,-73.99003537,103,2,3602,1006074,1004420017,MN22
3345,BAKED,Brooklyn,11231,Bakery,8/30/2019,10F,N,1,8/30/2019,40.6769573,-74.01334288,306,38,5300,3008618,3005760002,BK33
3346,ROTI ROLL / SUITE,Manhattan,10025,Indian,9/5/2019,08C,N,1,9/5/2019,40.80245953,-73.9642445,107,7,19500,1056712,1018810029,MN09
3347,HAE WOON DAE RESTAURANT,Queens,11373,Korean,12/6/2019,08A,N,1,12/6/2019,40.74604881,-73.88998078,404,25,26700,4311943,4014860051,QN29
3348,ORIGINAL RAY'S PIZZA,Manhattan,10065,Pizza,7/30/2019,04L,Y,1,7/30/2019,40.76438503,-73.96659344,108,4,11402,1042037,1013970018,MN40
3349,HAPPY KARAOKE,Queens,11358,Korean,11/22/2019,10H,N,1,11/22/2019,40.76276711,-73.80520399,407,20,117100,4120449,4053350064,QN51
3350,SOJOURN,Manhattan,10075,Mediterranean,5/1/2019,04L,Y,0,,40.77384275,-73.95629161,108,4,13400,1080461,1014330029,MN31
3351,COCO'S PIZZA & RESTAURANT,Brooklyn,11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/22/2019,04N,Y,0,11/22/2019,40.67349117,-73.86704681,305,42,120000,3095584,3042540041,BK82
3352,THE BROTHERS CAFE,Queens,11104,American,11/8/2019,02H,Y,0,11/8/2019,40.7456156,-73.92450462,402,26,18101,4002418,4001860042,QN31
3353,LIBERTY DELI & MRS. FIELDS COOKIES,Manhattan,10112,Delicatessen,11/26/2019,10F,N,1,11/26/2019,40.75874744,-73.97869222,105,4,10400,1076262,1012657501,MN17
3354,LASAGNA RESTAURANT,Manhattan,10011,Italian,7/25/2019,02G,Y,1,7/25/2019,40.74332661,-73.99990256,104,3,8700,1014005,1007690067,MN13
3355,TARBOOSH CAFE,Brooklyn,11209,Middle Eastern,3/2/2019,04A,Y,1,3/2/2019,40.63146951,-74.02183261,310,43,13000,3147420,3059090046,BK31
3356,PIO PIO,Bronx,10454,Peruvian,11/13/2019,10F,N,1,11/13/2019,40.80600948,-73.91423854,201,8,2702,2003808,2025670008,BX39
3357,COCONUT PALM BAR AND GRILL,Bronx,10461,Caribbean,10/2/2019,08A,N,1,10/2/2019,40.83728337,-73.84608989,210,18,20200,2041711,2039730044,BX59
3358,GOTTLIEB'S RESTAURANT,Brooklyn,11211,Jewish/Kosher,10/3/2019,04L,Y,1,10/3/2019,40.70773412,-73.96111424,301,33,52500,3059737,3021480033,BK73
3359,CHOP'T,Manhattan,10022,Salads,12/20/2018,04M,Y,1,12/20/2018,40.76135084,-73.97226234,105,4,10200,1035773,1012910045,MN17
3360,EDDIE JR'S SPORT LOUNGE,Brooklyn,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/15/2020,04F,Y,0,,40.71281249,-73.95511256,301,34,51900,3321263,3023840017,BK73
3361,VERONICA'S BAR,Queens,11106,Irish,10/24/2019,10F,N,1,10/24/2019,40.75538047,-73.92721505,401,26,5500,4009509,4006340133,QN68
3362,SHILA BAR & WINE,Bronx,10458,Café/Coffee/Tea,10/18/2019,08A,N,1,10/18/2019,40.85384899,-73.88727863,206,15,39100,2012154,2030740011,BX06
3363,SUBWAY,Manhattan,10119,Sandwiches,5/2/2019,06C,Y,1,5/2/2019,40.75109132,-73.9929259,105,3,10100,1014387,1007830070,MN17
3364,SPARKS DELI RESTAURANT,Queens,11101,Delicatessen,12/11/2019,10F,N,1,12/11/2019,40.73874698,-73.94116235,402,26,19900,4003561,4002920300,QN31
3365,TRINI ROTI HOUSE AND BAKERY,Brooklyn,11212,Caribbean,11/12/2019,09B,N,1,11/12/2019,40.66377762,-73.92468771,317,41,88400,3099505,3045980044,BK96
3366,GAEL PUB,Manhattan,10028,American,3/27/2019,04H,Y,0,3/27/2019,40.77665583,-73.95554596,108,5,13800,1048691,1015280146,MN32
3367,LAND THAI KITCHEN,Manhattan,10024,Thai,6/6/2019,06F,Y,0,6/6/2019,40.7848525,-73.97709135,107,6,16700,1032685,1012290034,MN12
3368,ITALIA PIZZA,Brooklyn,11223,Pizza,1/2/2020,04M,Y,1,1/2/2020,40.60504837,-73.97896835,311,44,42600,3176893,3066510078,BK29
3369,PLAZA TULCINGO RESTAURANT,Bronx,10452,Mexican,8/21/2019,02G,Y,1,8/21/2019,40.83817826,-73.9185373,204,16,22101,2008025,2028390005,BX63
3370,PAKIZA RESTAURANT,Brooklyn,11230,Pakistani,4/17/2019,10B,N,1,4/17/2019,40.63256472,-73.96686864,314,40,48200,3128206,3054290027,BK42
3371,"CADWALADER, WICKERSHAM & TAFT",Manhattan,10281,American,5/28/2019,10F,N,1,5/28/2019,40.71141766,-74.01544191,101,1,31704,1000057,1000160120,MN25
3372,CON EDISON CAFETERIA,Manhattan,10003,American,3/6/2019,10F,N,1,3/6/2019,40.73415579,-73.98862659,106,2,5000,1084936,1008700024,MN21
3373,CAFE DU SOLEIL,Manhattan,10025,French,12/24/2019,04H,Y,0,,40.80000429,-73.96871735,107,6,19100,1056583,1018760007,MN12
3374,UVA,Manhattan,10075,Italian,9/4/2019,10F,N,1,9/4/2019,40.77232744,-73.95577271,108,5,13400,1045200,1014520004,MN31
3375,EAT A BAGEL (On the Guy V. Molinari Ferry),Manhattan,10004,Bagels/Pretzels,6/20/2019,10F,N,1,6/20/2019,40.70096037,-74.01313491,101,1,900,1000000,1000020001,MN25
3376,JOE'S GINGER RESTAURANT,Manhattan,10013,Chinese,9/10/2019,09C,N,1,9/10/2019,40.71484416,-73.99820719,103,1,2900,1001697,1001620022,MN27
3377,OPEN HOUSE,Manhattan,10002,American,6/8/2018,05D,Y,0,,40.72205104,-73.98570646,103,2,3002,1075675,1003970065,MN22
3378,CHIPOTLE MEXICAN GRILL,Manhattan,10010,Tex-Mex,4/5/2019,04N,Y,1,4/5/2019,40.74183327,-73.99356563,105,3,5800,1015519,1008230002,MN13
